 countyName, cityName, HotelCode, HotelName, HotelRating
Ecuador,Montanita,1653647,Punta Hills Montanita,3
United Kingdom,Burnham-on-Sea,1055420,Lakeside Holiday Park,5
Brazil,Recife,1115766,Village Porto de Galinhas,3
Italy,Alba Adriatica    Alberta,1170162,Residence Torre del Mar,4
Spain,Salou,1031241,Hotel Salou Beach by Pierre & Vacances,4
Egypt,Luxor,1200344,Pavillon Winter Luxor,5
United Arab Emirates,Dubai,1261179,Sofitel Dubai Jumeirah Beach,5
Australia,Perth    Western Australia,1165173,Novotel Perth Langley,4
Italy,Zambrone,6080703,Tropea Zambrone,5
Portugal,Carvoeiro,1526757,Villas Mourim,4
United Kingdom,Manchester,6099830,Manchester City Rooms,3
Italy,Udine,5951214,Villa Beethoven,5
Spain,Elche,5260461,Piso Centrico Maria,3
South Korea,Seoul,1661992,Tiara Guesthouse Hostel,2
United States,Kissimmee    Florida,5176100,Aco Family 4 Bd Townhome With Pool,4
United States,Washington    District of Columbia,5015757,Pendry Washington DC - The Wharf,5
Canada,Lac-Supérieur,1827547,Umari Casa,5
France,Bordeaux,1453797,RÉsidence Otellia,5
Ireland(Republic of),Tralee,1443973,Tralee Holiday Lodge Guest Accommodation,2
France,Antibes,1535328,Les Eucalyptus,5
Italy,Rio Marina,1464343,Residence La Pergola,5
Croatia,Prkacini,6095583,Apartment Napoleon,4
India,Betalbatim Beach    Goa,1234295,Ala Goa Resort,3
Spain,Lanzarote,5248715,Absolute Beachfront Apartment,5
Spain,Benalmadena Costa,5538399,Apartamentos Tamarindos,3
Russian Federation,Yakutsk,1100083,Ontario,3
Denmark,Hobro,5828786,Holiday Home Hadsund Xxxviii,3
France,Chantemerle,5746460,Apartment Serre D'aigle 4,5
Bosnia Herzegovina,Zenica,1166069,Hotel Dubrovnik,4
Ireland(Republic of),Kerry,1355698,Hotel Ceann Sibeal,3
Portugal,Lisbon,1022522,Dom João Residencial,2
Italy,Vasto,1781229,Bontempo Suite,5
Greece,Messonghi,5554581,Rose Garden Rooms,5
Austria,Kaprun,1527610,Appartement Wälderhof,5
Germany,Cochem,1893363,Aparthotel Cochem,5
Spain,Capdepera,1148129,Canyamel Classic,4
United Kingdom,Burnley,5656090,Harpers Cottage,4
United States,Brunswick    Georgia,1162636,Hampton Inn and Suites Brunswick,2
Spain,La Alcaidesa,5373667,Nueva Alcaidesa 2253,5
India,Goa    GOA,1569954,Wave Beach Hotel,2
France,Lyon,1262754,Crowne Plaza Lyon Cite Internationale,4
France,Baden,1396398,Le Toul' Broch,2
Australia,Queenstown    Tasmania,1184771,Queenstown Motor Lodge,3
Brazil,Contagem,1718195,Hotel Vitaly,5
United States,Boone    North Carolina,1096128,Baymont Inn & Suites Boone near App State,3
Finland,Helsinki,1173761,Scandic Marski,5
Italy,Livorno,1110295,Villa La Cavaliera,3
Italy,Siena,1044777,Gli Angeli,3
France,Porto Vecchio,1271597,Residence Les Cigales,3
Greece,Oia,1521367,Lava Oia's,3
Colombia,Cartagena,6135823,Juna Hotel Boutique,3
United Kingdom,Winchester,1647263,The Westgate,5
Malaysia,Perak,5334850,Lumut Cube Homestay Kontena,2
Portugal,Sintra,5273681,Residencial Real,5
India,Hyderabad    Andra Pradesh,5013820,OYO 75008 Delta Suites,3
Spain,Loja,6123708,Charming Cottage in Loja With Private Pool,3
Italy,Belluno,1348035,Sport Hotel Pocol,3
Spain,Saragossa,1320613,Apartamentos Sabinas El Pilar,3
Ireland(Republic of),Birr,1444021,Harbour Masters House,3
Italy,Gualdo Cattaneo,6111597,Beautiful Apartment With a Panoramic Terrace,5
France,Reims,1303144,Hotel Des Arcades,2
United Kingdom,Bodmin,5496673,Bulls Cottage,4
Spain,Cala Llonga,6171659,Villa Argo by The Pearls Collection,4
Brazil,Capitolio,5973075,Pousada ParaÍso Mineiro,5
Spain,Málaga,5173064,Penthouse Comandante In Malaga City,4
Italy,Sardinia,1141096,3 Botti,3
Dominican Republic,Santo Domingo,1278310,Dona Elvira Boutique Hotel,3
India,Kochi,1087611,Hotel Fort Queen,3
Israel,Eilat,5821202,Royal Park,5
United States,Park City    Utah,1259440,Homestead Resort,3
Spain,Adeje,1086085,Los Olivos Beach Resort,3
United States,Michigan City    Indiana,1546144,Silver Sands,5
United States,Hazleton    Pennsylvania,1289870,Motel 6 Frackville PA,2
Brazil,Monte Verde,5911043,Vista Das Montanhas,5
United Kingdom,Shifnal,1343882,The Park House Hotel,4
Malaysia,Kuala Lumpur,1949582,Park View Service Apartment by ZEN Rooms,1
Myanmar,Rangoon (Yangon),1411335,Hotel Captain,2
Argentina,Sierra de los padres,5938890,El Arbol Azul,5
United Kingdom,Alnwick,1506032,Deneview Bed and Breakfast,3
Thailand,Bang Tao Bay,1474934,Suriya Som Villa,4
United Kingdom,Gloucestershire,1775921,The Cat & Custard Pot Inn,5
France,La Baule,1346763,Résidence Maeva La Baie,3
France,Chantonnay,1607560,Domaine du Revêtison,4
Philippines,Bohol,1486593,Panglao Bed and Breakfast,2
Belgium,Jupille,6149099,A Charming and Comfortable Renovated House With Garden and a Large Terrace,3
Australia,Mooloolaba    Queensland,1004793,Excellsior,4
United Kingdom,Scarborough,1097713,The Helaina,5
India,Mumbai    Maharashtra,5480021,Oyo 10103 Hotel Aviva,2
Spain,Calonge,5995200,Holiday Home Treumal D'Alt,4
United States,Port St. Lucie    Florida,1288885,Residence Inn Port St. Lucie,3
Portugal,Fao,5896453,Riverwindows,5
United States,Detroit    Michigan,1103223,La Quinta Inn & Suites Detroit Metro Airport,3
Canada,Victoria    British Columbia,1293528,Helm's Inn,2
United Kingdom,Pembrokeshire,6100155,The Maltings 2 Bedroom Apartment,4
Thailand,Phuket,1613289,J and N Mansion 2,2
China,Xingyi,1439580,7Days Inn Xingyi Pingdong Avenue,2
United States,Independence    Ohio,1335092,Holiday Inn Cleveland South Independence,3
Spain,Monachil,1235892,La Encina Centenaria,2
Portugal,Olhao,5785319,Casa Terraco,5
Germany,Leinefelde-Worbis,5564124,Leinotel,5
China,Huangshan,5844084,She County Liujia Homestay,5
Seychelles,Mahe,5151434,Frangipani Self catering Holiday Apartment,3
Spain,Nava,6163596,Inviting Mansion in Nava With Swimming Pool,3
Thailand,Pattaya,1582602,Soul,2
Hungary,Heviz,1058870,Kalma,3
Australia,Rye    Victoria,6076228,LightningRye,4
United Kingdom,Louth,1794486,Meals Farm B&B,5
United Kingdom,Snowdonia,5635549,Mountainstudios,5
United States,Red Lodge    Montana,5501837,Rendezvous Lodge,5
China,Xichang,1849076,Jinhu Hotel,3
Ukraine,Saporischja,1424340,Slava Hotel,5
United Kingdom,London,6098020,Tower Bridge Accommodation - 5,3
Indonesia,Banjarmasin,5928130,RedDoorz near RSU Suaka Insan,2
United Kingdom,Weymouth,5987197,Quay Cottage Weymouth,4
France,Val Thorens,5351732,lovely apartment 6 sleepings Apartment 2 agence la cime,5
United States,Highlands    North Carolina,1069720,200 Main,2
Australia,Brisbane    Queensland,6103611,Riverstone 706,3
United States,Park City    Utah,5362619,13285 Alexis Drive Townhouse,5
United States,Big Bear Lake    California,5441746,Cozy Loft Cottage,5
India,Calangute,1506301,9x Boutique Resort,2
China,Jiangdu,1074717,Hanting SZ Guanqian Jd Rd,2
Aruba,Aruba,1502827,Tropical Digs,4
Germany,Senheim,1282378,Hotel Weinhaus Halfenstube,4
Chile,Santiago de Chile,1296714,Santiago Hillside Hotel,5
United States,Carneys Point    New Jersey,1339816,Red Carpet Inn-Carneys Point/Wilmington,2
France,Nice,6098539,"House With one Bedroom in Falicon, With Furnished Terrace and Wifi - 11 km From the Beach",5
Sweden,Vimmerby,1601950,Lilla Sverigebyn,5
Brazil,Buzios,1032934,Les Terrasses De Cecile,3
United Kingdom,London,6098212,Charming Victoria Home close to Buckingham Palace,4
South Africa,Ballito,1379035,The Ballito House,5
United States,California    Maryland,5337665,Mammoth Ski & Racquet Club #129,3
Austria,Landeck,1516219,Ambiente Appartements,5
Vietnam,Kon Tum,1767829,Tay Nguyen Hotel,5
Croatia,Daruwar,5358076,Rooms Slavonija,4
Germany,Braunlage,5903847,Auberge Chalet Residences,5
United States,Austin    Texas,1267724,Hotel Allandale,3
Germany,Neckarsulm,1374378,Pension Arkade,5
Spain,San Sebastian,1680756,Amara Astoria Luxury Apartments,4
India,Bangalore    Karnataka,1112324,Oyo 8575 Shree Comforts,3
France,Manigod,5390912,Chalet Les Houlottes,5
Costa Rica,Playa Ocotal,5526927,Cocomarindo,5
Greece,Ioannina,1393819,Exohi,3
Spain,Calpe,5796653,Arenal 4,3
Malaysia,Kuala Tahan,1762247,Taman Negara Rainbow Guest House,5
Indonesia,Bali,1155881,Segara Village Hotel,4
Japan,Yamaguchi,1554392,Green Rich Hotel Iwakuni Ekimae,3
Norway,Al,5290050,Liapark,5
Thailand,Phuket,1299000,Kamala Beach Front Apartment,3
Taiwan,Liuqiu,5798188,Peekaboo,5
Bolivia,Potosi,5845541,Eucalyptus Uyuni,5
Spain,Cubelles,5878714,Cubelles Apartment,5
India,Changanassery    Kerala,1520014,Hotel Vani,3
Portugal,Castelo Branco,5325138,Xisto Sentido,5
Germany,Norddeich,6002693,KÜstenblick 4,5
Canada,Toronto    Ontario,1097740,Hampton Inn by Hilton Toronto Mississauga,3
Philippines,Malay,6090214,Cocotel Rooms - Chartel Inn - Adults Only,2
Canada,Canada,1167501,Astoria Hotel,2
United States,San Diego    California,1258382,Holiday Inn Express San Diego Downtown,2
India,Chennai    Tamil Nadu,1270336,Hablis Hotel Chennai,4
Germany,Plochingen,1108432,a2 HOTELS Plochingen,5
South Africa,Eastern Cape,1548267,Dockside Guest House,3
France,Dizy,1353511,Campanile Epernay Dizy,3
Spain,Ordes,5492006,Santa Cruz Hotel,1
United States,Houston    Texas,1706807,Palace Inn,2
Italy,Abbadia Lariana,6106388,Mamma Ciccia Holiday Home - Lake View,5
Australia,Newman    Western Australia,1274675,Mia Mia House in the Desert,4
Australia,Southbank    Victoria,5204401,Roomerang At Australia108 14,3
Taiwan,Ji'an,5575290,Ching Shin Graceland,3
France,Perigueux-Chancelade,1199668,ibis budget Périgueux,2
Mauritius,La Gaulette,5420051,Mauriholidays,3
Spain,Torrevieja,1930758,Villa Christina,4
Brazil,Maresias,1876508,Maresias Hostel,5
Canada,Quebec City    Quebec,1205531,Hotel Du Vieux Quebec,3
Ireland(Republic of),Dublin,5381144,Forbes Street,4
Russia,Pjatigorsk,1502275,Sanatoriy Rodnik,5
India,Pulamanthole,1132113,Emarald Ayurvedic Resort,3
Brazil,Ilha do Mel,1898191,Hotel Pousada Praia Do Farol,5
Spain,Gran Canaria,5722024,Villa ugartenea,5
Spain,Baqueira,1038535,Hotel Montarto,4
Spain,Ibiza Island,1147681,Apartments San Miguel Park & Esmeralda Mar,3
Spain,Figueres,1609655,The Museum Apartments,3
United States,Hollywood Beach/Fort Lauderdale    Florida,1493425,Hollywood Sands Resort a VRI resort,3
United States,Grand Junction    Colorado,1158795,Clarion Inn Grand Junction,2
Spain,Mijas,1046679,El Oceano Beach Hotel,4
Spain,Lloret de Mar,1048190,Aloe 1,3
Italy,Tremosine,5467001,Casa Belvedere,5
United States,Calhoun    Georgia,1255818,Fairfield Inn & Suites Calhoun,2
Italy,Costa Paradiso,5466713,Domus De Janas,5
South Korea,Seoul,1490853,Moon's Hostel,2
Sri Lanka,Colombo,1636789,Sea View Apartment Hotel Colombo,2
Italy,Latina,1200846,B&B La Limonaia,3
China,Huai'an,1441454,7Days Inn Huaian Chengde North Road Darunfa,2
Japan,Yomitan,1483978,Morimar Resort Hotel,3
Sweden,Borgholm,1830441,Rosenfors Herrgård,1
Italy,Palazzolo Acreide,1790171,Kalura B&B,5
Spain,Malgrat de Mar,5018567,Hotel Papi Blau,4
Italy,Costa Paradiso,5435182,Le Sfumature Di Melograno,5
Malaysia,Kota Kinabalu,1441925,Refarer Hostel,2
United Kingdom,Shropshire,5433986,The Coates,5
Thailand,Rayong,1820278,Madam Resort,3
United States,Mukwonago    Wisconsin,1340914,Baymont Inn & Suites By Wyndham Mukwonago,2
Germany,Usedom,5799284,_40_ Haus Duenenweg 26,5
United Kingdom,St. Austell,1469878,Providence Farm,3
Canada,Vancouver    British Columbia,5686769,Honeysuckle House By Elevate Rooms,5
France,Calvados,1299653,Le Canada,2
Australia,Lorne    Victoria,5991502,Lorne Chalet Apartment 10 Ask About Midweek Deals,5
Greece,Kolymbari (Kolumbari),1630120,Euphoria Resort,5
Switzerland,Le Sentier,1364957,Minotel de Ville,3
Australia,The Entrance    New South Wales,5238528,Surf Side Palms 12,5
United States,Orlando    Florida,1555540,Home With Private Pool by RedAwning,5
South Africa,Kwazulu Natal,1861951,The Elephant Hills,3
United States,Pensacola Beach    Florida,6000632,Baywatch E10,5
Malaysia,Raub,1921861,Bilut Hills @ Bentong,3
India,Ooty    Tamil Nadu,1804706,The Clive & Curzon,5
Finland,Tampere,1583353,Kärppälän Rustholli,3
United States,Thornton    Colorado,1178757,Holiday Inn Express Hotel & Suites Denver North Thornton,2
France,Beziers,5923587,Appartement T2 Valras Plage,5
United States,Miami Springs    Florida,1158809,Holiday Inn Miami International Airport,3
Tanzania,Arusha,1269518,Moivaro Coffee Plantation Lodge,3
United States,Sunriver    Oregon,1673672,Grouse 7,4
Thailand,Chonburi,1650917,Jomtien Summertime Villa,4
Mexico,Bucerias,1678516,Refugio del Mar,3
Chile,Curanipe,1719094,A Hotel Boutique Pelluhue,5
France,Crozet,1632418,Les Suites De Genève Hôtel De Lallondon,5
United Kingdom,Gloucestershire,1012411,Willoughby House,3
India,Amritsar    Punjab,1635482,Hotel Queen,5
India,Goa    GOA,1169250,Magnum Resort,3
Thailand,Phuket,1455592,Two Chefs Kata Beach,3
Russia,Biysk,5273167,Sanatoriy Rassvety Nad Biey,5
Austria,Saalbach,5313704,Alpenhit Saalbach,5
United Kingdom,Epsom,1345366,Premier Inn Epsom South,3
France,Saint-Martin-Boulogne,1354796,Premiere Classe Boulogne Saint Martin les Boulogne,1
South Africa,Eastern Cape,1241843,Darlington Lake Side Lodge,3
United Kingdom,Gwynedd,5531258,Bodhyfryd,5
China,Jinzhou,1043239,Super 8 Jinzhou He Ping Lu,3
United Kingdom,Truro,5997157,Holly Cottage,5
France,Frejus,5746970,Apartment Acapulco Ii 1,5
Malaysia,Tioman,1656997,Melina Beach Resort,2
South Africa,Eshowe,1862620,Eshowe Loeries B&B,5
France,Tourtour,5140309,Holiday home Chemin de la Rouviere,5
Canada,Canada,1216115,Kookaburra Lodge by Bear Country,3
United States,Odessa    Texas,1284447,Ramada by Wyndham Odessa Near University of Texas Permian,2
United States,Newport    Rhode Island,1587151,Chart House Inn,5
South Africa,Bedfordview,5841222,Room 122 @ The Nicol Hotel,5
Grenada,St. Patrick's,1357645,Petite Anse Hotel,3
United States,Norristown    Pennsylvania,1543888,Chateau Suites,3
Albania,Sarande,1435446,Hotel Alpha,3
Spain,Maspalomas,1147574,Ataitana Faro,2
United States,El Granada    California,1351577,Harbor View Inn,2
Mexico,Puerto Aventuras    Riviera Maya Quintana Roo,1325470,Riviera Maya Los Vientos,3
Spain,Santa Ponsa,1064662,Golf Beach,2
Australia,Cairns    Queensland,5497589,Turtle Dreaming in Palm Cove,4
Germany,Usedom,5592989,_16_ Haus Nordstern 1,5
Malaysia,Kangar,5379095,Noor Homestay Kangar,2
United States,Kissimmee    Florida,5466667,Ov3372 Reunion Resort 5 Bed 5.5 Baths Villa,4
United States,Phoenix    Arizona,1917501,Residence Inn Phoenix Mesa East,3
India,Puducherry,1740397,Hotel Kings Park,3
United States,Upper Lake    California,1282840,Tallman Hotel,3
Hungary,Gyenesdias,1892087,Villamandala,5
Greece,Monemvasia,1664254,Neapoli Villas,3
Italy,Ladispoli,5163001,Agriturismo Il Sesto Senso,5
United Kingdom,Darlington,5458250,Corner Cottage Darlington,4
United States,Simsbury    Connecticut,1115079,Iron Horse Inn,2
India,Kochi,1569387,Hotel Geo,3
United States,South Lake Tahoe    California,5252066,1421 Meadow Crest Drive,3
United Kingdom,Lancashire,1335824,The Holmsdale,3
Slovakia,Stola,5474896,Duan,5
Brazil,Penedo,1378550,Hotel São Francisco,2
Brazil,Balneário Camboriú,5611066,Apto Mar Central,5
Austria,Pertisau,1355450,Appartments Am Achensee,5
Thailand,Phi Phi Island / Ko Pee Pee,1466594,P.P. Blue Sky Resort,2
United States,Kingman    Arizona,1799822,Sheps Miners Inn,2
Italy,Torre Canne,5594705,Appartamento Rosa Blu 1 Piano MyHo Casa,5
South Africa,Plettenberg Bay,1946720,The Junction Hotel,4
Spain,Baeza,5127148,Ventana del Guadalquivir,3
India,Jaipur    Rajasthan,1402423,Hotel Holiday Home,2
United States,Anaheim    California,1050554,Fairfield Inn Anaheim Resort,3
Spain,Oropesa del Mar,5142825,Acv costa caribe I 2ª línea planta 1 sur,3
Spain,Almaden,1360895,Casa Betancourt,3
Spain,Buger,6109467,Villa - 5 Bedrooms with Pool and WiFi - 103224,3
Spain,Almonte,5585202,Apartmento Los Naranjos,5
Italy,Santa Maria di Leuca,5435813,Villetta Indipendente Con Posto Auto,5
South Korea,Busan,1679038,Centum Premier Hotel,3
Sri Lanka,Nuwara Eliya,1836574,Yaraya Nuwalaeliya,2
Brazil,Monte Verde,1430731,Green Village Hotel,3
United Kingdom,Carluke,1318826,The Popinjay Hotel & Spa,4
New Zealand,Papakura,1479749,Papakura Motor Lodge & Motel,3
Russia,Woronesch,1882877,Gostinichnyi Komplieks Okolitsa,5
United Kingdom,Banchory,5592606,Kerloch View,4
Thailand,Phuket,1450161,Gotum Hostel & Restaurant 2,2
United States,Cottonwood    Arizona,5530828,Verde Valley Studio Cabin 1,5
Greece,Argassi,1183215,Windmill Bay Aparthotel,2
United States,Chicago    Illinois,1252517,The Westin Chicago North Shore,4
Argentina,Vicente López,5899613,A&A Apartamento,5
United States,Destin    Florida,5337049,Oceania 703 Condo Destin Condo,5
United Kingdom,Bath,1918445,Z Hotel Bath,5
Brazil,Goiânia,1432015,Hotel Dom Bosco,2
Argentina,El Calafate,1497591,Las Avutardas Hosteria,2
Taiwan,Ren-ai,1556221,Wild Thyme Eco Guest House,3
Greece,Adele,5399009,Villa Flabellina,5
Germany,Hahnenklee,6176126,Classy Apartment in Hahnenklee Harz With Swimming Pool,3
Germany,Rothenburg upon Tauber,1358304,Hotel & Gasthof Schwarzer Adler,5
Croatia,Vir,5406079,Apartments Draga,3
Japan,Fukuoka,1445401,Plaza Fuyo Hotel,3
Croatia,Fazana,5636622,Apartment Marija 1387,3
Portugal,Tavira,1346856,Residencial Marés,3
Mexico,Tuxtla Gutierrez,5666535,The Monarca,5
Italy,Cervia Pinarella,1422747,Hotel Casali,3
China,Nanchong,1852851,Hui Yang Hotel,3
United States,Rhinelander    Wisconsin,5348199,Coadys' Point of View Lake Resort,3
Indonesia,Batu,1223697,Hotel Metropole,3
India,Amritsar    Punjab,1093459,Hotel Punnu International,3
India,Calcutta    West Bengal,5484855,Hotel East Palace,3
Germany,Bad Cannstatt,5347695,Ab Apartment Objekt 125,3
Myanmar,Taunggyi,1425957,Hotel Queen,1
Italy,Ornavasso,5229744,Suites And Chalets Laghi & Monti,5
Brazil,Recife,1706682,Metambiental Village,3
United Kingdom,London,1196326,Mortham Cottage,2
Germany,Cologne,1123022,Ibis Koeln Airport,3
United States,Hilton Head Island    South Carolina,5886520,433 Captains Walk,5
Italy,Bardolino,5385905,Casa Sole,5
South Korea,Ulsan,5422147,Benehil,3
Germany,Munich,1277096,B&b Hotel MÜnchen Messe,5
Croatia,Rab Island,5420775,Apartment Vita,4
Czech Republic,Zdiretz,1424491,Hotel Filippi,3
Spain,Cantabria,5337308,Hospedaje El Marinero,2
Ireland(Republic of),Limerick,1892923,Magpie Bar And B&B,5
Brazil,Cabo Frio,5306972,Pousada UTI do Lazer,5
Sweden,Munkedal,1778833,Bed & Breakfast i Håby,5
Thailand,Phang Nga,1677941,Thaweesuk Old town Boutique Homestay,2
Germany,Norddeich,5477620,Apartment Dehne.2,3
Japan,Tottori,1381019,Shofuso Ryokan,2
Spain,San Sebastian,1853630,Heredad de Unanue,2
Panama,Panama City,1451599,Lemon Inn,3
Morocco,Tanger,1869047,Riad Khmisa,5
France,Marseille,1301148,Hôtel Saint Roch,3
Japan,Chikushino,1131463,Daimaru Besso,5
Taiwan,Taipei,1317907,The Sherwood Taipei,4
Sri Lanka,Anuradhapura,6062792,Aryana Boutique Hotel,5
France,Cannes,5348209,Welcome to Cannes Maréchal Gallieni,5
India,Leh    Jammu and Kashmir,5015477,Hunder Haven,5
United States,Moab    Utah,1336804,Holiday Inn Express Green River,3
Colombia,Villa de Leiva,1541947,Mawasi Finca,5
Italy,Salerno,1074834,Castello Dei Principi,3
United States,San Diego    California,6104601,Endless Summer by AvantStay | Beachfront Home w/ Sunset Views!,3
Indonesia,Bali,1222361,Kubuku Ecolodge And Resto,3
China,Moxi,1727387,A Memoriable Time Hostel,2
Chile,Puerto Varas,5193745,Almabosque CabaÑas,5
Italy,Praiano,5861868,Praiano Villa Air Con Wifi,5
Germany,Bad Laer,1295662,Haus Melter,3
Egypt,Sharm el Sheikh,1144529,Royal Holiday Beach Resort & Casino,5
United States,Chattanooga    Tennessee,1629489,Cascades Motel Chattanooga,2
Philippines,Makati,1022391,Sunette Tower,3
Ukraine,Vorohta,5812022,Edelveys,5
Netherlands,Simpelveld,5985988,Vakantiewoning 1,3
Germany,Deggendorf,6175371,Luxurious Apartment in Deggendorf Bavaria Near the River,5
Spain,Rupit,1388985,Camping Rupit,5
France,Paris,1009533,Le Relais Monceau,4
United States,Park City    Utah,1281324,Westgate Park City Resort & Spa,4
Spain,Lloret de Mar,1042759,Can Tarrades,5
Bulgaria,Trjawna,1564882,Hotel Rai,3
Japan,Ishikawa,1513879,Kohannoyado Morimoto,3
Japan,Akita,1593297,Syohoen,3
